STATE_ID,ATTACK_LL,ATTACK_LR,ATTACK_RL,ATTACK_RR,SWAP_L2R,SWAP_L1R,SWAP_R1L,SWAP_R2L
61,0.0,0.0,0.0,1.4069849493256528,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,1.2553451222670762,0.0,0.0,-1.3106120740837852,0.0
63,0.0,0.0,0.0,1.3229265553590952,0.0,0.0,-1.3113145509226272,0.0
64,0.0,0.0,0.0,1.3086934670154902,0.0,0.0,-0.00513041143660879,-0.004978596169136542
65,0.0,1.2672680702624706,0.0,1.2164824591284589,0.0,-1.312379382612385,0.0,0.0
66,0.0,1.1866391181111768,0.0,1.1928798097549276,0.0,-1.3042802664064534,0.0,0.0
67,0.0,0.0,0.0,1.096219122072822,0.0,-0.20207929873573502,-0.00271,0.0
68,0.0,1.1503579191301951,0.0,1.2312910532765007,0.0,0.0,-1.2332442404153332,0.0
69,0.0,1.2554882360280855,0.0,0.6836971555,-0.5831851891384061,-0.00270492470093953,0.0,0.0
70,0.0,1.0782039812549624,0.0,1.2603832526784131,0.0,-1.220534692773496,0.0,0.0
71,0.0,0.0,0.0,1.284169911419864,0.0,0.0,0.12889289956086702,0.0
72,0.0,1.2373353428660174,0.0,0.14450000000000002,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,-1.3134266905582797,-1.314154836690868,0.0,0.0,0.0,0.0
77,0.0,0.0,-1.3163989820230122,-1.3155503811991094,0.0,0.0,1.3027034496313061,0.0
78,0.0,0.0,-1.3128700543789378,-1.3135925161722244,0.0,0.0,-1.31366810478708,0.0
79,0.0,0.0,-1.3914783130044777,-1.3884051401049269,0.0,0.0,1.302141257731278,-0.005320451207346836
80,-1.3131368733304765,-1.3130443858979155,-1.3125464704037146,-1.3129523234108733,0.0,-1.3133003898016355,0.0,0.0
81,-1.3122716230727542,-1.3122636304205884,-1.313302482174446,-1.3133665441163895,0.0,1.3023862015899037,0.0,0.0
82,-1.3081631300867183,-1.3077299612188868,1.3024684956926975,1.2855329457210163,0.0,-1.2817419553374203,-0.004968807300957814,0.0
83,-1.3128550086415425,-1.3128263285901045,-1.3130769162440048,-1.3133102991460688,0.0,0.0,1.3033741880479017,0.0
84,-0.00502958789641614,-0.004984171407421434,-0.005030986406358773,-0.005016662387838124,-1.2749580560345213,1.302224883817798,0.0,0.0
85,-1.3118674395640118,-1.311785384012654,1.3018367582089483,1.3031481595277012,0.0,-1.3126210499798179,0.0,0.0
86,-0.004924745317031856,-0.004933502929341454,1.3033234388548296,1.302411919051268,0.0,0.0,1.2976333322912572,0.0
87,1.3021598363343747,1.3040930231704824,1.3024541743418914,1.3021929561986105,0.0,1.2948060484287545,0.0,0.0
88,1.295247894443338,1.295996545988214,1.3026338599750358,1.2998921012002527,0.0,0.0,0.0,0.0
89,1.31816239513941,0.2548398061713347,0.24381526642417414,0.4883966768070285,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,-1.3133763430708696,-1.3132446438003567,0.0,0.0,0.0,0.0
92,0.0,0.0,-1.3227928269759304,-1.3230643687949784,0.0,0.0,-1.3127472320839104,0.0
93,0.0,0.0,-1.3143435926617357,1.3034007002176304,0.0,0.0,-1.3124925103192482,0.0
94,0.0,0.0,-1.269930336780134,-1.3383030071267648,0.0,0.0,-1.312629315609343,1.3033037474946105
95,-1.3123091671681917,-1.3126214160367662,-1.31250166404054,-1.3118955088479296,0.0,1.3035607442713575,0.0,0.0
96,-1.3077361889587094,-1.3131208194789215,-1.3129934670244094,1.30228302294912,0.0,-1.3734943482894917,0.0,0.0
97,-1.3021561926660519,-1.296891332184441,-1.3044594387764978,1.2881396116749668,0.0,-1.2862991465594065,1.3033203332396894,0.0
98,-1.312651146683747,-1.3127084990663376,-1.31262667959221,-1.3126477684002826,0.0,0.0,-1.3122613472799627,0.0
99,1.2966190751725368,1.3005756677040718,1.297324343681568,1.3029975045586397,-1.217088293428534,-1.3054539246071664,0.0,0.0
100,-1.3133380688775413,1.3024327486018465,-1.313155321432407,1.3032692184583619,0.0,-1.3128943330563638,0.0,0.0
101,1.2990871613940207,1.3013686284876365,-1.3126578459169633,1.3032434997230138,0.0,0.0,1.294811812368008,0.0
102,-1.3052385766798378,1.294027721680569,-1.300591303347577,1.273558744187777,0.0,-1.3090449278074392,0.0,0.0
103,-1.300294856881328,1.2891560201979513,1.30302565256214,1.29010425564119,0.0,0.0,0.0,0.0
104,1.2773122792955274,1.315038750483723,1.1905946950963893,1.2442505661583119,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,-1.3130696181090347,-1.3137488620113493,0.0,0.0,0.0,0.0
107,0.0,0.0,-1.3436470514579026,1.302970091740303,0.0,0.0,-1.2988561735140332,0.0
108,0.0,0.0,-1.2972990047462511,1.302662913717518,0.0,0.0,-1.3158467208165001,0.0
109,0.0,0.0,-1.3193238210374307,-1.3498851214039378,0.0,0.0,-1.2946517521756953,-0.004134507199192403
110,-1.3132131787665347,-1.3132497429200005,-1.3132619153910439,-1.313207653693369,0.0,-1.3122246926781616,0.0,0.0
111,-1.3079541007603521,1.2825516167356985,-1.320401726411909,1.3029096155187583,0.0,-1.247648858030749,0.0,0.0
112,-0.4575020252842127,0.1261002512018317,-0.3591557675624157,1.2915455943878955,0.0,-0.5376824746196248,-0.004512621935502245,0.0
113,-1.3128747295290102,-1.3128891268768061,-1.3128981159756457,-1.312463785546865,0.0,0.0,-1.3128747666315796,0.0
114,-0.8071014396880173,0.5349083227542835,-0.7498029939832125,1.2945079996316893,-0.4989600925013627,-0.8949624731471086,0.0,0.0
115,-1.2789010549512403,1.1763603382472547,-0.8048599369710366,1.3008905404638487,0.0,-1.2327361385149862,0.0,0.0
116,-1.291785441281484,1.2765802746339032,1.3025276343391243,1.2825580864803419,0.0,0.0,0.7531053206005976,0.0
117,-1.3000827291999448,1.3023165174270697,-1.2997532771821332,1.2915327818913056,0.0,-0.00477730044682903,0.0,0.0
118,-1.3120998275785245,1.3038773491565026,1.2992608659019702,1.3015333804827176,0.0,0.0,0.0,0.0
119,1.116795169101806,1.300345807191763,1.022199003132548,1.1306835198884981,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,-1.3192642516887925,1.3031185669827523,0.0,0.0,0.0,0.0
122,0.0,0.0,-1.316978035133176,1.303447223754517,0.0,0.0,-1.3127576777520955,0.0
123,0.0,0.0,-1.2588135597519616,1.303336550697265,0.0,0.0,1.2993157484810993,0.0
124,0.0,0.0,-1.3198586647637591,-1.3235958060810884,0.0,0.0,1.2940245507399777,1.3030017015544006
125,-1.3077829797439513,1.2815828309622876,-1.3101569255609748,1.3033157149185814,0.0,-1.3241448258902386,0.0,0.0
126,-1.3133817082698982,1.3029604150193757,-1.3028585716779861,1.2923838848894356,0.0,-1.3072755050161338,0.0,0.0
127,-1.2989777641581737,1.292247987890132,-1.3015858333394754,1.2875640494973812,0.0,-1.2795465943728561,1.3031221822076369,0.0
128,-1.3013924911088004,-1.3052768358110516,-1.3008236077700965,-1.3061602337150715,0.0,0.0,1.3031151655169013,0.0
129,-1.3000658185838119,1.2874196564978546,-1.3000254665295627,1.3031038759269582,-1.2543987208099372,1.2855651661922138,0.0,0.0
130,-1.305763120462969,1.2946842504997116,-1.3022391182951247,1.3036360097477142,0.0,-1.3098093580070522,0.0,0.0
131,-1.311574514893154,1.3025221123817388,-0.005001355121504333,1.3033303046904041,0.0,0.0,1.3021100849784184,0.0
132,-1.3097101997004938,1.2990047184654334,-1.3099634796492121,1.3002265448036872,0.0,1.3023533007740578,0.0,0.0
133,-1.3082295284926408,1.3027135676531105,1.3030817400142398,1.3025463351516766,0.0,0.0,0.0,0.0
134,1.2834356733075947,1.2993842546000665,1.2777797640801953,1.2910260001649119,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,-1.3137004406992898,-1.3133196102486022,0.0,0.0,0.0,0.0
137,0.0,0.0,-1.3145035596754437,-1.3135486945955144,0.0,0.0,-1.3122250026081488,0.0
138,0.0,0.0,-1.3156226444382166,-1.3199893063277108,0.0,0.0,-1.3129442204281745,0.0
139,0.0,0.0,-1.2863348902387082,-1.2990200655489321,0.0,0.0,-1.3021229187672525,-0.005021862175310528
140,-1.3104338788094074,-1.3013840577007696,-1.3020685092552662,-1.3090287053040282,0.0,-0.004857923816575766,0.0,0.0
141,-1.3140545289133716,-1.3141194235841036,-1.313245853309819,-1.314054818676027,0.0,-1.337348351350089,0.0,0.0
142,-1.302598174831483,-1.3049012554638684,-1.3039242795516046,-1.3048667172373578,0.0,-1.270915088178583,-0.005010094584260923,0.0
143,-1.3136441074425356,-1.3136168739279368,-1.3136204852180156,-1.3135984867412724,0.0,0.0,-1.313200001131814,0.0
144,-0.005209650410427567,-0.005145228351705709,-0.004911651629271133,-0.0052076753584920895,-1.2752463628635382,-1.3009717932000295,0.0,0.0
145,-1.3131407647377709,-1.3131223169354647,-1.3131200571327808,-1.3124723455292084,0.0,-1.313119832832107,0.0,0.0
146,-0.005690184515060685,-0.005205874459295816,-1.3115119510644568,-1.311185274458634,0.0,0.0,-1.3098338856748257,0.0
147,1.29359009447904,1.295927071131778,1.3033405446525048,1.2941254663893973,0.0,-1.2995166342443902,0.0,0.0
148,1.3027761180745223,1.3028161964463454,1.302682237363063,1.3028292381638553,0.0,0.0,0.0,0.0
149,0.0,0.35303085035967896,0.24644397521636308,1.299090960737918,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,-1.3132125442038929,-1.3141409287593941,0.0,0.0,0.0,0.0
152,0.0,0.0,-1.281032131015455,1.302400812934498,0.0,0.0,-1.3085872786626498,0.0
153,0.0,0.0,-1.324375789119351,-1.3263237606899996,0.0,0.0,-1.3133281818384075,0.0
154,0.0,0.0,-1.3115900599193193,-1.2698332448666116,0.0,0.0,-1.310589763261186,1.3026487303073147
155,-1.3136496558238537,-1.3139220245532321,-1.3136393195072131,-1.3136382143155412,0.0,-1.3482563485060415,0.0,0.0
156,-1.3041157186083305,-1.3022241897856452,-1.3023318185058042,1.3024490742873396,0.0,-1.3239155327822911,0.0,0.0
157,-1.3060385155525855,-1.3009882851344383,-1.302208084794639,-1.3010712421680837,0.0,-1.283867423635951,1.302995505060452,0.0
158,-1.3123354559649214,-1.313536912380929,-1.3134042903036869,-1.313476960929364,0.0,0.0,-1.3135097494913057,0.0
159,-1.303579691005969,1.2921837481446241,-1.3054187469087515,1.3031474609374814,-1.264611996051675,-1.3065505874463337,0.0,0.0
160,-1.3101997540008041,-1.3121976794654076,1.3031758241404958,-1.311491333243059,0.0,-1.3126971286435647,0.0,0.0
161,-1.3095809922889106,-1.3052456258968854,1.3027362706478152,-1.3024833304724885,0.0,0.0,-1.3005517731777942,0.0
162,1.3086637365406435,1.2934592247483976,1.2961953387971263,1.2958291891079288,0.0,1.2902413886932333,0.0,0.0
163,1.2908667333311235,1.3028533247465741,1.289451001866822,1.2916160285277762,0.0,0.0,0.0,0.0
164,1.2897254062936503,1.2929398161986834,1.2902071017843042,1.2896666360225417,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,-1.313211573468042,-1.3138615845229105,0.0,0.0,0.0,0.0
167,0.0,0.0,-1.201933209564562,1.3028784388844994,0.0,0.0,-1.3106600950976037,0.0
168,0.0,0.0,-1.3127153702814691,-1.3135683324499376,0.0,0.0,-1.313480460902573,0.0
169,0.0,0.0,-1.320967138850205,-1.281689366145764,0.0,0.0,-1.31063229072668,-0.004681240630075315
170,-1.3062410993392974,-1.3067953394774248,-1.3062700461376877,-1.3061817525300379,0.0,-1.3064560264755045,0.0,0.0
171,-0.1326826673246319,1.3039894466780235,-0.001,0.12961301754695323,0.0,-0.12526610023281867,0.0,0.0
172,-1.3079548431843817,-1.267828052527607,-0.005249129789543301,-1.271840426291358,0.0,-1.2340462014942801,-0.005047624460277882,0.0
173,-1.3135128031331273,-1.313637815572514,-1.3135007415414126,-1.31358357960108,0.0,0.0,-1.3124965591380697,0.0
174,-0.9650935377268188,1.2905173600874065,-1.0003023885963986,0.9880018207262078,-0.791732479662043,-0.9760672765773178,0.0,0.0
175,-1.3111760518851634,-1.3108117271440145,-1.3107450852829996,-1.310718960317951,0.0,-1.316109983252915,0.0,0.0
176,-1.308436023392455,-1.3112985961221169,-0.005068692430618476,-1.3105569768396692,0.0,0.0,-1.3084880666305165,0.0
177,-0.000614341,0.24517787173184888,0.1284348494000413,1.3011744658201723,0.0,-0.003931926684141006,0.0,0.0
178,1.2762177408775714,1.303398222477621,1.276654750990689,1.285231994323001,0.0,0.0,0.0,0.0
179,1.2420258100556203,1.300817257892206,1.2680134440571225,1.278026678970107,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,-1.3124203066066795,-1.324689515082372,0.0,0.0,0.0,0.0
182,0.0,0.0,-1.3140015309636883,-1.3157205204172122,0.0,0.0,-1.3120836614237532,0.0
183,0.0,0.0,-1.3200149760116338,-1.3742890794332883,0.0,0.0,-1.3772040037915898,0.0
184,0.0,0.0,-1.3225704583917817,-1.3318154125460133,0.0,0.0,-1.3121874881935551,-1.3129524103781216
185,-1.3091654165274522,-1.3090918508854872,-1.3089752380927608,-1.309109165901629,0.0,-1.3435492628228918,0.0,0.0
186,-1.3061716560220382,-1.306714635551273,-1.3095057825431151,-1.3119784378806894,0.0,-1.3060372505905182,0.0,0.0
187,-0.8564817433839934,-0.8569771982261405,-0.8668010716205741,-0.891946729822231,0.0,-0.8568620717182664,-0.8586453500048357,0.0
188,-1.3132075882548826,-1.3133289097550251,-1.3136820278301773,-1.313660323524025,0.0,0.0,-1.320716703680711,0.0
189,1.2794269371137006,1.2549331763740146,1.2482881825771872,1.3021968008320546,-1.1880383695631593,-1.2610943682238944,0.0,0.0
190,1.292489575036596,1.2642181425781718,1.268982601099816,1.2432440990472549,0.0,-1.2787199309566728,0.0,0.0
191,1.2596536241510163,1.301601246732129,1.2764340612656782,1.2790642772700314,0.0,0.0,-1.1741022103132746,0.0
192,0.0,1.2753639693107015,-0.001,0.13109878444487208,0.0,-0.001,0.0,0.0
193,1.2931125840198943,0.7621757531458401,0.9957560421950855,0.9969294837350682,0.0,0.0,0.0,0.0
194,1.2790931914449195,1.302180850149075,1.2800336274374575,1.286741904105221,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,-1.3546062677758695,-1.3133296004995625,0.0,0.0,0.0,0.0
197,0.0,0.0,-1.312654036634654,-1.3137479492494142,0.0,0.0,-1.31334090701269,0.0
198,0.0,0.0,-1.3109878547201141,-1.3111569616689265,0.0,0.0,-1.3110823298915448,0.0
199,0.0,0.0,-1.3271321817410016,-1.3369977631593686,0.0,0.0,-1.3138307421369002,-1.3129085212518794
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,-1.3073822862981228,-1.3118402108958738,-1.3072178584421816,-1.3121962501732543,0.0,0.0,-1.307185929370302,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,-0.003920387518799041,1.292075219325525,-0.004525002022732167,0.9281872261008671,0.0,0.0,-1.129526982866492,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,1.3026556008264023,1.2884058694720344,1.2873476686713206,1.2899738087625914,0.0,0.0,0.0,0.0
209,1.2696209626454946,1.3008592005668222,1.273480515269366,1.2843986468142448,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,-1.3119200285967543,-1.365360767806422,0.0,0.0,0.0,0.0
212,0.0,0.0,-1.3227341468723393,-1.3119672161788873,0.0,0.0,-1.3305812755267616,0.0
213,0.0,0.0,-1.3126595567118449,-1.3182132272149134,0.0,0.0,-1.3199862812798102,0.0
214,0.0,0.0,-1.3006516595920312,-1.309381924703235,0.0,0.0,-1.3043656334431906,-1.3182698362325629
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
